2018-07-30,Ann Arbor, MI?,no description exists
2018-08-02,Austin, TX?,no description exists
2018-08-04T09:43:00-07:00,Flight to Austin (DL 1578),To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar

This event was created from an email you received in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPE0GjEy4HNkp77ttRg1-_rWY7ZiAd-aqA

2018-08-08,Akshay&Paula Visit Seattle!,no description exists
2018-08-08T17:36:00-07:00,Flight to Seattle (AS 693),To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar

This event was created from an email you received in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPmc-ZjjERyje4cHHXnM7kfwTSX8P474iU

2018-08-08T20:30:00-07:00,Flight to Seattle (AS 541),To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar

This event was created from an email you received in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOOuHxP_oqFh7ojx7pXAgnXl1L5IashXPI

2018-08-12T19:55:00-07:00,Flight to San Jose (AS 328),To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar

This event was created from an email you received in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DPmc-ZjjERyje4cHHXnM7kfwTSX8P474iU

2018-08-13T20:53:00-07:00,Flight to San Jose (AS 348),To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar

This event was created from an email you received in Gmail. https://mail.google.com/mail?extsrc=cal&plid=ACUX6DOOuHxP_oqFh7ojx7pXAgnXl1L5IashXPI

2018-08-15T10:30:00-07:00,Grocery ,no description exists
2018-08-15T13:00:00-07:00,Lunch: Parents,no description exists
2018-08-16T12:30:00-07:00,Lunch: Melissa,no description exists
2018-08-16T16:00:00-07:00,TEST EVENT,if you can read this, then I was finally able to get the description label to work!
2018-08-16T18:00:00-07:00,Hang out: Watercourse with Evelyn & Christina ,no description exists
2018-08-17T12:30:00-07:00,Lunch with dhruva!,

2018-08-20T12:00:00-07:00,Job: Interview with Strava,no description exists
2018-08-24T13:30:00-07:00,Meet: Melissa @ Panera,no description exists
